instance,num_phases,w_balanced,strategy,weight_attr,k,digraph_nodes,digraph_edges,subgraph_edges,subgraph_pct,digraph_build_s,build_s,solve_s,elapsed_s,speedup_vs_full,objective,obj_vs_full_pct,alpha_abs,vs_full_pct,phase_time_min,phase_time_max,phase_time_std,imbalance_pct,abs_time_per_phase,ops_per_phase,n_ops_total
assembly_1,3,0.1,full_mip,—,,343,1105,1105,100.0,0.289,0.0,6.274,6.274,1.0,0.8412,0.0,788.33,0.0,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13
assembly_1,3,0.1,subgraph_mip,edge_weight,1,343,1105,13,1.18,0.289,0.002,0.038,0.041,153.89,0.8414,0.03,792,0.47,584.04,792,95.505,28.93,"[584.04, 792, 780.81]","[3, 5, 5]",13
assembly_1,3,0.1,subgraph_mip,time_balanced_weight,1,343,1105,13,1.18,0.289,0.002,0.016,0.019,336.16,1.131,34.46,731.84,-7.17,705.03,731.84,10.969,3.73,"[731.84, 705.03, 719.98]","[3, 5, 5]",13
assembly_1,3,0.1,subgraph_mip,combined,1,343,1105,26,2.35,0.289,0.003,0.212,0.215,29.13,0.8414,0.03,792,0.47,584.04,792,95.505,28.93,"[584.04, 792, 780.81]","[3, 5, 5]",13
assembly_1,3,0.1,subgraph_mip,blended,1,343,1105,13,1.18,0.289,0.002,0.016,0.018,347.38,0.8491,0.94,758.63,-3.77,692.04,758.63,28.646,9.26,"[692.04, 758.63, 706.18]","[4, 4, 5]",13
assembly_1,3,0.1,subgraph_mip,blended_union,1,343,1105,37,3.35,0.289,0.025,0.083,0.108,58.22,0.8414,0.03,792,0.47,584.04,792,95.505,28.93,"[584.04, 792, 780.81]","[3, 5, 5]",13
assembly_1,3,0.1,subgraph_mip,diverse,1,343,1105,13,1.18,0.289,0.01,0.016,0.026,245.91,0.8491,0.94,758.63,-3.77,692.04,758.63,28.646,9.26,"[692.04, 758.63, 706.18]","[4, 4, 5]",13
assembly_1,3,0.1,subgraph_mip,edge_weight,2,343,1105,15,1.36,0.289,0.003,0.04,0.043,145.7,0.8412,-0.0,788.33,0.0,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13
assembly_1,3,0.1,subgraph_mip,time_balanced_weight,2,343,1105,15,1.36,0.289,0.004,0.053,0.057,110.81,1.1223,33.43,731.84,-7.17,705.03,731.84,10.969,3.73,"[731.84, 705.03, 719.98]","[3, 5, 5]",13
assembly_1,3,0.1,subgraph_mip,combined,2,343,1105,30,2.71,0.289,0.007,0.078,0.084,74.33,0.8412,0.0,788.33,0.0,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13
assembly_1,3,0.1,subgraph_mip,blended,2,343,1105,15,1.36,0.289,0.003,0.106,0.109,57.6,0.8491,0.94,758.63,-3.77,692.04,758.63,28.646,9.26,"[692.04, 758.63, 706.18]","[4, 4, 5]",13
