instance,num_phases,w_balanced,strategy,weight_attr,k,digraph_nodes,digraph_edges,subgraph_edges,subgraph_pct,digraph_build_s,build_s,solve_s,elapsed_s,speedup_vs_full,objective,obj_vs_full_pct,alpha_abs,vs_full_pct,phase_time_min,phase_time_max,phase_time_std,imbalance_pct,abs_time_per_phase,ops_per_phase,n_ops_total
assembly_1,4,0.1,full_mip,—,,343,1105,1105,100.0,0.325,0.0,9.268,9.268,1.0,0.8399,0.0,584.04,0.0,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.1,subgraph_mip,edge_weight,1,343,1105,13,1.18,0.325,0.002,0.024,0.026,355.89,0.8399,-0.0,584.04,0.0,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.1,subgraph_mip,time_balanced_weight,1,343,1105,13,1.18,0.325,0.002,0.125,0.127,72.9,1.1463,36.49,597.84,2.36,398.88,597.84,81.458,36.9,"[586.13, 574, 398.88, 597.84]","[3, 3, 4, 3]",13
assembly_1,4,0.1,subgraph_mip,combined,1,343,1105,26,2.35,0.325,0.003,0.153,0.156,59.39,0.8399,-0.0,584.04,0.0,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.1,subgraph_mip,blended,1,343,1105,13,1.18,0.325,0.002,0.057,0.058,158.71,0.8464,0.78,584.04,0.0,508.48,584.04,31.94,14.01,"[584.04, 508.48, 554.83, 509.5]","[3, 3, 4, 3]",13
assembly_1,4,0.1,subgraph_mip,blended_union,1,343,1105,37,3.35,0.325,0.01,0.159,0.168,55.05,0.8399,-0.0,584.04,0.0,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.1,subgraph_mip,diverse,1,343,1105,13,1.18,0.325,0.004,0.058,0.061,150.79,0.8464,0.78,584.04,0.0,508.48,584.04,31.94,14.01,"[584.04, 508.48, 554.83, 509.5]","[3, 3, 4, 3]",13
assembly_1,4,0.1,subgraph_mip,edge_weight,2,343,1105,15,1.36,0.325,0.004,0.066,0.07,132.7,0.8399,-0.0,584.04,0.0,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.1,subgraph_mip,time_balanced_weight,2,343,1105,15,1.36,0.325,0.002,0.187,0.189,49.06,1.1463,36.49,597.84,2.36,398.88,597.84,81.458,36.9,"[586.13, 574, 398.88, 597.84]","[3, 3, 4, 3]",13
assembly_1,4,0.1,subgraph_mip,combined,2,343,1105,30,2.71,0.325,0.005,0.246,0.251,36.91,0.8399,-0.0,584.04,0.0,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
